"","OTUs","Kingdom","Phylum","Class","Order","Family","Genus","Species","C1","C3","C4","C5","C8","C9","C10","C12","C13","C15","C17","C18","C19","C20","C21","C24","E1","E2","E6","E9","E10","E14","E19","E21","E23"
"2664","aOTU_2664","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__1-14-0-10-34-76","g__1-14-0-10-34-76",0,0,17,0,0,1,0,0,2,0,0,0,0,3,2,22,0,0,0,0,0,39,0,0,0
"2665","aOTU_2665","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__ARS10","g__ARS10",0,0,2,1,0,0,0,0,1,0,0,0,0,11,0,5,0,0,0,0,0,12,0,0,0
"2666","aOTU_2666","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__ARS1285","g__ARS1285",0,0,4,2,0,0,0,1,1,1,0,0,0,14,2,5,0,0,0,0,0,11,6,0,0
"2667","aOTU_2667","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__ARS1301","g__ARS1301",0,0,15,0,0,0,0,0,3,0,0,0,0,4,2,20,0,0,0,0,2,26,0,1,0
"2668","aOTU_2668","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__ARS1309","g__ARS1309",0,0,18,0,0,0,0,0,2,0,0,0,0,1,2,84,0,0,0,0,0,32,0,0,0
"2669","aOTU_2669","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__ARS23","g__ARS23",0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,29,0,0,0
"2670","aOTU_2670","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__ARS50","g__ARS50",0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,2,0,0,1
"2671","aOTU_2671","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__ASMP01","g__ASMP01",0,0,152,4,1,1,0,6,11,1,0,0,0,31,5,1046,1,0,0,0,11,251,2,3,0
"2672","aOTU_2672","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__ASMP01","s__ASMP01 sp000405225",0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2673","aOTU_2673","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__BMS3ABIN17","g__BMS3ABIN17",0,0,3,2,0,0,0,0,1,0,0,2,0,3,0,5,0,0,0,0,1,11,0,0,0
"2674","aOTU_2674","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__BS150m-G67","g__BS150m-G67",0,0,3,0,0,2,0,0,2,0,0,0,0,1,0,5,0,0,0,0,0,4,0,1,0
"2675","aOTU_2675","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__BS150m-G67","s__BS150m-G67 sp016784085",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"2676","aOTU_2676","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__CABMGE01","g__CABMGE01",0,0,20,0,0,0,0,31,11,1,0,7,0,73,11,15,1,0,0,0,1,50,1,0,3
"2677","aOTU_2677","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__CABMGN01","g__CABMGN01",0,0,11,0,0,1,0,2,19,0,0,0,0,2,1,6,0,0,0,0,0,10,3,1,1
"2678","aOTU_2678","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__CAIPOI01","g__CAIPOI01",0,0,3,0,0,1,0,0,96,0,0,0,0,8,2,2,3,0,6,0,0,35,0,0,0
"2679","aOTU_2679","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__CAIQQL01","g__CAIQQL01",0,0,14,1,0,0,0,2,11,0,0,1,0,10,1,35,0,0,1,0,1,93,1,0,2
"2680","aOTU_2680","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__CAKZRD01","g__CAKZRD01",0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
"2681","aOTU_2681","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__CG1-02-35-32","g__CG1-02-35-32",0,0,6,0,0,0,0,0,1,0,0,0,0,0,2,10,0,0,0,0,0,10,1,0,0
"2682","aOTU_2682","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__CG1-02-39-14","g__CG1-02-39-14",0,0,27,0,0,0,0,1,4,0,0,0,0,3,2,27,0,0,0,0,1,69,0,0,0
"2683","aOTU_2683","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__DAIEOU01","g__DAIEOU01",0,0,9,0,0,0,0,1,3,0,0,0,0,2,6,20,0,0,0,0,1,54,0,0,0
"2684","aOTU_2684","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__DAOVXQ01","g__DAOVXQ01",0,0,6,0,0,0,0,0,3,0,0,1,0,11,0,16,0,0,0,0,0,7,0,0,0
"2685","aOTU_2685","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__DAOWFF01","g__DAOWFF01",0,0,3,0,0,0,0,1,1,0,0,0,0,3,0,4,0,0,0,0,0,14,0,1,0
"2686","aOTU_2686","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__GW2011-AR1","g__GW2011-AR1",0,0,30,1,0,0,0,2,9,0,0,4,0,11,9,89,0,1,4,0,1,135,3,1,0
"2687","aOTU_2687","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__GW2011-AR1","s__GW2011-AR1 sp030699005",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,3,0,0,0
"2688","aOTU_2688","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__J144","g__J144",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,31,0,0,1
"2689","aOTU_2689","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAAOYK01","g__JAAOYK01",0,0,2,0,0,0,0,0,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0
"2690","aOTU_2690","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JABHWZ01","g__JABHWZ01",0,0,3,0,0,0,0,0,4,0,0,0,0,5,0,8,0,0,0,0,0,2,0,1,0
"2691","aOTU_2691","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JABIDS01","g__JABIDS01",0,0,2,2,0,0,0,1,14,0,0,0,0,24,0,1,0,0,1,0,1,11,0,2,0
"2692","aOTU_2692","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JACOYJ01","g__JACOYJ01",0,0,12,3,0,0,0,1,1,0,0,1,0,0,0,4,0,0,0,0,0,84,5,0,0
"2693","aOTU_2693","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JACOYM01","g__JACOYM01",0,0,29,0,0,0,0,0,0,0,0,0,0,17,1,0,1,0,0,0,0,20,0,0,0
"2694","aOTU_2694","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JACPGZ01","g__JACPGZ01",0,0,26,0,0,0,0,1,0,1,0,0,0,4,0,1,0,0,0,0,1,2,0,1,0
"2695","aOTU_2695","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JACPHA01","g__JACPHA01",0,0,17,0,0,0,0,2,1,0,0,0,0,1,1,11,0,0,0,0,1,33,1,0,0
"2696","aOTU_2696","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JACPLR01","g__JACPLR01",0,0,26,0,0,0,0,0,3,0,0,0,0,5,1,21,0,0,1,0,1,7,3,0,0
"2697","aOTU_2697","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JACPLR01","s__JACPLR01 sp016186425",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2698","aOTU_2698","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JACPLR01","s__JACPLR01 sp018304985",0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2699","aOTU_2699","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JACPLS01","g__JACPLS01",0,0,20,0,0,0,0,1,4,0,0,1,0,3,2,20,0,0,1,0,1,69,0,0,0
"2700","aOTU_2700","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JACPLT01","g__JACPLT01",0,0,6,0,0,0,0,1,0,0,0,2,0,20,3,2,0,0,0,0,1,2,0,0,0
"2701","aOTU_2701","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JACQLK01","g__JACQLK01",0,0,12,1,0,0,0,1,3,0,0,1,0,8,3,19,1,0,1,0,1,23,0,0,0
"2702","aOTU_2702","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JACQLL01","g__JACQLL01",0,0,22,2,0,0,0,0,1,0,0,1,0,2,5,4,2,0,0,0,0,16,0,0,3
"2703","aOTU_2703","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JADFRY01","g__JADFRY01",0,0,15,0,0,0,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,11,0,0,0
"2704","aOTU_2704","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAFCCB01","g__JAFCCB01",0,0,13,0,0,0,0,1,4,0,0,1,1,26,1,4,0,0,1,0,1,8,0,0,0
"2705","aOTU_2705","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAFCDB01","g__JAFCDB01",0,0,3,0,0,0,0,0,3,0,0,2,0,4,0,5,1,0,0,0,1,12,0,0,0
"2706","aOTU_2706","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAFCDK01","g__JAFCDK01",0,0,7,0,0,0,0,0,1,0,0,0,0,8,2,6,0,0,0,0,2,6,0,0,0
"2707","aOTU_2707","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAFCDM01","g__JAFCDM01",0,0,8,0,0,0,1,1,2,0,0,0,0,46,3,16,0,0,2,0,1,28,1,0,0
"2708","aOTU_2708","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAFCDU01","g__JAFCDU01",0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0
"2709","aOTU_2709","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAFCDW01","g__JAFCDW01",0,0,6,0,0,0,0,1,1,0,0,1,0,2,1,18,0,0,0,0,1,4,0,0,0
"2710","aOTU_2710","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAFCEE01","g__JAFCEE01",0,0,12,3,0,0,0,1,4,0,0,0,0,22,8,6,0,0,0,0,5,34,1,0,0
"2711","aOTU_2711","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAFCEJ01","g__JAFCEJ01",0,0,14,1,0,0,0,4,4,0,0,0,0,7,5,19,0,0,0,0,0,126,0,5,0
"2712","aOTU_2712","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAFCES01","g__JAFCES01",0,0,10,1,0,0,0,1,3,0,0,1,0,25,4,2,2,0,0,0,3,5,1,0,0
"2713","aOTU_2713","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAFCEV01","g__JAFCEV01",0,0,9,1,0,0,0,0,8,1,0,0,0,8,1,27,0,0,1,0,1,31,0,5,0
"2714","aOTU_2714","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAFCEY01","g__JAFCEY01",0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,11,0,0,0,0,2,1,0,0,0
"2715","aOTU_2715","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAFCFJ01","g__JAFCFJ01",0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,3,1,0,0,0,0,7,0,0,1
"2716","aOTU_2716","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAFCFX01","g__JAFCFX01",0,0,8,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,9,0,1,0
"2717","aOTU_2717","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAFCGC01","g__JAFCGC01",0,0,3,0,0,0,0,1,2,0,0,0,0,2,0,5,0,0,0,0,0,7,0,0,0
"2718","aOTU_2718","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAGLOA01","g__JAGLOA01",0,0,1,0,0,0,0,0,2,0,0,0,0,1,4,2,0,0,0,0,0,8,2,2,0
"2719","aOTU_2719","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAGLQB01","g__JAGLQB01",0,0,2,0,0,0,0,0,4,0,0,0,0,2,0,9,0,0,0,0,1,4,0,1,0
"2720","aOTU_2720","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAGLWP01","g__JAGLWP01",0,0,2,0,0,1,0,0,0,1,0,0,0,1,2,4,0,0,0,0,1,8,0,0,0
"2721","aOTU_2721","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAGLYK01","g__JAGLYK01",0,0,2,0,0,0,0,0,1,0,0,1,0,3,1,9,0,0,0,0,0,5,1,4,0
"2722","aOTU_2722","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAGVNG01","g__JAGVNG01",0,0,15,1,0,1,0,0,1,0,0,1,0,2,5,55,0,0,0,0,12,29,1,0,0
"2723","aOTU_2723","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAGVWS01","g__JAGVWS01",0,0,3,0,0,0,0,0,2,0,0,0,0,2,0,19,0,0,0,0,0,5,0,0,0
"2724","aOTU_2724","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAGVWT01","g__JAGVWT01",0,0,9,2,0,1,0,0,0,0,0,0,0,1,0,10,0,0,0,0,1,6,0,0,0
"2725","aOTU_2725","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAGVWU01","g__JAGVWU01",0,0,8,2,0,2,0,2,16,0,0,1,0,26,3,6,0,0,2,0,3,37,1,1,0
"2726","aOTU_2726","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAGVXA01","g__JAGVXA01",0,0,33,1,0,0,0,0,1,0,0,0,0,3,1,30,0,0,0,0,0,54,1,0,0
"2727","aOTU_2727","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAGVXD01","g__JAGVXD01",0,0,35,1,0,0,0,4,0,0,0,3,0,1,2,50,0,0,1,0,0,102,1,1,2
"2728","aOTU_2728","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAGVXH01","g__JAGVXH01",0,0,17,3,0,0,0,4,54,1,0,4,0,138,2,165,27,0,1,0,21,102,38,1,2
"2729","aOTU_2729","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAGVXI01","g__JAGVXI01",0,0,8,0,0,0,0,0,2,0,0,0,0,4,0,2,0,0,0,0,0,14,0,1,0
"2730","aOTU_2730","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAGVXK01","g__JAGVXK01",0,0,12,0,0,0,0,2,0,1,0,0,0,3,1,44,0,0,1,0,0,52,1,1,0
"2731","aOTU_2731","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAGVXM01","g__JAGVXM01",0,0,6,0,0,0,0,1,6,0,0,3,0,18,1,1,0,0,1,0,1,8,0,0,0
"2732","aOTU_2732","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAGVXO01","g__JAGVXO01",0,0,2,0,0,0,0,0,1,0,0,0,0,4,0,4,0,0,0,0,0,1,0,0,0
"2733","aOTU_2733","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAHIEH01","g__JAHIEH01",0,0,3,0,0,0,0,1,1,0,1,0,0,4,2,1,0,0,0,0,0,22,1,0,0
"2734","aOTU_2734","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAHIEH01","s__JAHIEH01 sp018901675",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2735","aOTU_2735","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAHIEM01","g__JAHIEM01",0,0,5,0,0,4,0,3,2,0,0,0,0,115,14,10,2,0,0,0,3,11,0,0,0
"2736","aOTU_2736","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAHIHG01","g__JAHIHG01",0,0,10,0,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,0,1,55,0,0,0
"2737","aOTU_2737","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAHILJ01","g__JAHILJ01",0,0,4,0,0,0,0,0,0,0,0,0,0,4,2,7,0,0,0,0,0,25,0,0,1
"2738","aOTU_2738","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAHIRT01","g__JAHIRT01",0,0,3,1,0,0,0,0,2,0,0,1,0,14,2,2,1,0,0,0,1,8,1,0,0
"2739","aOTU_2739","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAHIVP01","g__JAHIVP01",0,0,1,0,0,0,0,0,0,0,0,0,0,10,8,4,0,0,0,0,0,3,0,0,0
"2740","aOTU_2740","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAHIVR01","g__JAHIVR01",0,0,9,1,0,0,0,0,4,0,0,0,0,1,0,6,0,0,0,0,1,9,0,0,0
"2741","aOTU_2741","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAHIWS01","g__JAHIWS01",0,0,6,0,0,0,0,0,4,0,0,0,0,0,2,22,0,0,0,0,0,10,0,1,0
"2742","aOTU_2742","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAHJSW01","g__JAHJSW01",0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,4,0,0,0,0,1,8,0,2,0
"2743","aOTU_2743","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAHKAF01","g__JAHKAF01",0,0,5,0,0,0,0,0,1,0,0,0,0,2,0,6,0,0,0,0,0,3,1,1,0
"2744","aOTU_2744","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAJRTJ01","g__JAJRTJ01",0,0,11,1,0,0,0,1,1,0,0,0,0,3,1,0,0,0,0,0,1,10,0,3,0
"2745","aOTU_2745","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JALUUW01","g__JALUUW01",0,0,3,0,0,0,0,0,3,1,1,0,0,3,1,26,0,0,0,0,0,8,0,1,0
"2746","aOTU_2746","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAOAJC01","g__JAOAJC01",0,0,49,2,1,0,0,5,38,0,0,10,0,15,5,85,0,0,2,0,11,103,0,0,0
"2747","aOTU_2747","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAPLYA01","g__JAPLYA01",0,0,7,0,0,0,0,0,0,0,0,1,0,25,1,0,0,0,0,0,0,2,0,0,0
"2748","aOTU_2748","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAQUKY01","g__JAQUKY01",0,0,7,2,1,0,0,0,16,0,0,0,0,330,5,2,0,0,11,1,5,40,0,0,0
"2749","aOTU_2749","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAUSIK01","g__JAUSIK01",0,0,43,1,0,0,0,1,3,0,0,0,0,3,13,17,0,0,0,0,0,112,0,0,0
"2750","aOTU_2750","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAUSIT01","g__JAUSIT01",0,0,1,0,0,0,0,0,9,0,0,0,0,10,0,2,0,0,0,0,0,11,0,1,0
"2751","aOTU_2751","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAUSKC01","g__JAUSKC01",0,0,2,0,0,0,0,0,1,0,0,0,0,5,1,54,0,0,0,0,1,41,0,0,0
"2752","aOTU_2752","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAUSKH01","g__JAUSKH01",0,0,29,1,0,0,0,0,3,1,0,0,0,1,4,19,0,0,2,0,0,83,0,0,0
"2753","aOTU_2753","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAUSKH01","s__JAUSKH01 sp030647095",0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0
"2754","aOTU_2754","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAUVHP01","g__JAUVHP01",0,0,12,1,0,2,0,1,8,0,0,0,0,1,0,7,0,0,0,0,0,12,1,1,0
"2755","aOTU_2755","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAUWPB01","g__JAUWPB01",0,0,12,0,0,0,0,0,0,0,0,0,0,2,1,7,0,0,0,0,2,12,0,1,0
"2756","aOTU_2756","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAUXAD01","g__JAUXAD01",0,0,6,0,0,0,0,0,1,0,0,0,0,1,3,7,2,0,0,0,1,29,0,0,0
"2757","aOTU_2757","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JAUYIO01","g__JAUYIO01",0,0,2,1,0,0,0,0,0,0,0,0,0,4,0,31,0,0,0,0,1,73,2,1,0
"2758","aOTU_2758","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JWKY01","g__JWKY01",0,0,43,0,0,0,0,1,0,0,0,0,0,1,1,28,0,0,0,0,5,44,2,2,0
"2759","aOTU_2759","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JWKY01","s__JWKY01 sp016176815",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2760","aOTU_2760","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__JWKY01","s__JWKY01 sp030689875",0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0
"2761","aOTU_2761","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__MFWN01","g__MFWN01",0,0,2,1,0,0,0,0,2,0,0,0,1,51,7,1,0,0,2,0,1,9,2,0,0
"2762","aOTU_2762","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__MNVX01","g__MNVX01",0,0,9,0,0,0,0,0,1,0,0,1,0,8,1,7,1,0,0,0,0,13,0,0,0
"2763","aOTU_2763","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__MWBV01","g__MWBV01",0,0,10,2,0,1,3,3,14,2,1,1,0,34,5,12,1,0,0,0,4,13,5,3,1
"2764","aOTU_2764","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__NP1466","g__NP1466",0,0,6,0,0,0,0,1,3,0,0,1,0,11,0,8,0,0,1,0,1,17,2,1,0
"2765","aOTU_2765","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__PFCU01","g__PFCU01",0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,9,0,0,0
"2766","aOTU_2766","d__Archaea","p__Nanoarchaeota","c__Nanoarchaeia","o__Pacearchaeales","f__GW2011-AR1","g__PFCY01","g__PFCY01",0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,18,0,0,0,0,0,114,1,2,0
